id,industry,sub_industry,data_type,is_breakout,keywords,search_volume,city_name,cluster_number,added_at,data_source
717,healthcare,urgent care,query,FALSE,"women's healthcare associates, what kind of care is needed to treat animal bites and head injuries?, ge healthcare glassdoor, urgent care gig harbor, olympia orthopedic urgent care, kaiser urgent care locations, franciscan urgent care, children hospital urgent care, seattle children's urgent care everett, urgent care monroe wa, children urgent care near me, indigo urgent care spokane, does urgent care do x rays, evergreen urgent care kenmore, kenmore urgent care, indigo urgent care bothell, er vs urgent care, pneumonia symptoms, indigo urgent care lake stevens, urgent care gig harbor, everett clinic, indigo urgent care, seattle children's urgent care everett, indigo urgent care, indigo urgent care gig harbor, overlake urgent care newcastle, cvs, indigo urgent care, meadowbrook urgent care, urgent care kit, measles symptoms, overlake urgent care redmond, tran urgent care, indigo urgent care issaquah, overlake urgent care issaquah, urgent care maple valley, urgent care vs emergency room, carbon health urgent care, uw urgent care ballard, swedish urgent care factoria, nearest urgent care to me, indigo urgent care marysville, mary bridge urgent care puyallup, olympia orthopedic urgent care, urgent care lynnwood, kenmore urgent care, urgent care tacoma, multicare urgent care, newcastle urgent care, aetna, seattle children urgent care, providence urgent care, multicare urgent care, urgent care seattle, molina, seattle urgent care, seattle urgent care, molina healthcare, pediatric urgent care, multicare urgent care puyallup, urgent care issaquah, urgent care vet, multicare urgent care, urgent care multicare, urgent care seattle, urgent care seattle, children's urgent care, urgent care clinic, kaiser urgent care, children's urgent care, urgent care uw, urgent care tacoma, urgent care clinic, uw urgent care, urgent care tacoma, children's urgent care, swedish urgent care, urgent care uw, uw urgent care, overlake urgent care, overlake urgent care, children's urgent care near me, urgent care swedish, swedish urgent care, overlake urgent care, kaiser urgent care, community healthcare, kaiser urgent care, seattle children's urgent care, mary bridge urgent care, valley urgent care, swedish urgent care, jefferson healthcare, urgent care puyallup, urgent care port orchard, evergreen urgent care, mary bridge urgent care, evergreen urgent care, mary bridge urgent care, valley urgent care, urgent care puyallup, urgent care bellevue, urgent care puyallup, renton urgent care, apple healthcare, bellevue healthcare, redmond urgent care, gig harbor urgent care, evergreen urgent care, bellevue urgent care, urgent care federal way, bellevue urgent care, urgent care bellevue, federal way urgent care, molina healthcare washington, urgent care redmond, urgent care franciscan, urgent care redmond, urgent care olympia, urgent care center, providence urgent care, urgent care olympia, providence urgent care, urgent care renton, urgent care renton, gig harbor urgent care, apple health, healthcare management, change healthcare, aya healthcare, childrens urgent care, universal healthcare, healthcare administration",15014,Seattle,0,26:38.0,Google Trends
718,healthcare,urgent care,query,FALSE,"weight loss clinics near me, dog urgent care near me, 24 hour pharmacy near me, walk-in clinics near me, vet urgent care near me, 24 hour urgent care near me, animal urgent care near me, vet clinics near me, cvs minute clinic, walk-in clinic near me, indigo, urgent care near me, cvs minute clinic, indigo, vet clinics near me, everett clinic walk-in, vet clinics near me, indigo urgent care near me, veterinary clinics near me, indigo urgent care near me, urgent care near me, indigo, emergency room near me, pediatric urgent care near me, medical clinics near me, walk in clinics near me, urgent care vet near me, vet near me, spay and neuter clinics near me, walk-in clinic near me, medical clinics near me, everett clinic walk-in, walk in clinics near me, dental clinics near me, walk in clinics near me, clinic near me, 24 hour urgent care near me, veterinary clinics near me, urgent care clinic near me, clinic near me, veterinary clinics near me, urgent care clinic near me, medical clinics near me, urgent care clinic near me, minute clinic near me, tb test near me, emergency care near me, multicare urgent care near me, urgent care appointment near me, urgent care near me open now, walk-in clinic near me, spay and neuter clinics near me, minute clinic near me, urgent care open near me, multicare, walk in urgent care near me, multicare, primary care clinics near me, hospital near me, spay and neuter clinics near me, urgent care open near me, er near me, multicare, minute clinic near me, urgent care vet near me, hospital near me, urgent care open near me, kaiser urgent care near me, hospital near me, er near me, walk in clinic near me, pain clinics near me, 24 hour urgent care near me, emergency room near me, emergency room near me, uw urgent care near me, walk in clinic near me, vet urgent care near me, er near me, urgent care near me open now, kaiser urgent care near me, kaiser urgent care near me, uw urgent care near me, multicare indigo urgent care, cvs minute clinic near me, urgent care center near me, cvs minute clinic near me, multicare indigo urgent care, animal urgent care near me, multicare indigo urgent care, urgent care appointment near me",5865,Seattle,1,26:38.0,Google Trends
719,healthcare,urgent care,query,FALSE,"total access urgent care bridgeton, total access urgent care o'fallon, total acess urgent care, total access urgent care ballwin mo, total access urgent care tesson ferry, total access urgent care creve coeur, total.access urgent care, total access urgent care festus mo, total access urgent care south county, total urgent care, total access, urgent care total access, total access urgent care near me, total urgent care, total access urgent care, total urgent care, access urgent care, access urgent care, total access urgent care, total access urgent care, total access, total access, total access, total access urgent care, urgent care, total access urgent care near me, total access urgent care near me, total access urgent care near me",3215,St Louis,0,26:38.0,Google Trends
720,healthcare,urgent care,query,FALSE,"urgent care that takes medicaid, amergis healthcare staffing, urgent care rolla mo, ssm health urgent care, ssm urgent care brentwood, urgent care eureka mo, st luke's urgent care winghaven, bjc urgent care wentzville, mercy urgent care washington mo, mercy urgent care imperial, hshs urgent care, st louis women's healthcare group, emergency room near me, fast track urgent care florissant mo, ssm urgent care st charles, planned parenthood, navvis healthcare, urgent care alton il, 24 hour urgent care st louis, pet urgent care of st peters, er near me, midland urgent care, children's after hours clinic, walk in clinic near me, urgent dental care near me, planned parenthood, strep throat symptoms, urgent care bonne terre mo, urgent care rolla mo, fast track urgent care florissant, christian healthcare ministries login, ssm urgent care st louis, pet urgent care of st peters, urgent care swansea il, urgent care eureka mo, urgent care columbia mo, ssm behavioral health urgent care, dentist urgent care, cvs minute clinic, bjc urgent care near me, mercy urgent care telegraph, urgent care florissant mo, 24 hour urgent care near me, behavioral health urgent care, urgent care lake st louis, pet urgent care, vet clinics near me, cvs minute clinic, mercy urgent care near me, urgent care near me, vet clinics near me, vet clinics near me, mercy urgent care, urgent care near me, urgent care near me, mercy urgent care near me, cvs, cvs minute clinic, children urgent care, mercy urgent care, urgent care chippewa, st luke's urgent care fenton, mercy urgent care, pediatric urgent care, ssm urgent care near me, urgent care center, free clinics near me, children's urgent care near me, mercy, mercy, urgent care mercy, urgent care mercy, hospital near me, pediatric urgent care near me, cardinal glennon urgent care, orthopedic urgent care, 24 hour urgent care, mercy go health, urgent care fenton, dental urgent care, ssm urgent care, free clinics near me, mercy, urgent care open near me, ssm health urgent care, cardinal glennon, cardinal glennon urgent care, urgent care st louis, ssm urgent care near me, ssm urgent care near me, ssm urgent care, urgent care st louis, bjc urgent care, ssm urgent care, urgent care open near me, urgent dental care near me, walgreens near me, urgent care open near me, pediatric urgent care, ssm urgent care, urgent care ssm, er near me, bjc healthcare, urgent care st louis, pediatric urgent care near me, kids urgent care near me, cvs minute clinic near me, bjc, cvs minute clinic near me, st louis urgent care, affinia healthcare, medical clinics near me, 24 hour urgent care near me, kids urgent care near me, walgreens minute clinic, urgent care near me open now, urgent care wentzville, heartland, emergency room near me, heartland healthcare, bjc urgent care, bjc urgent care, essence healthcare, essence, heartland women's healthcare, urgent care near me open now, sihf healthcare, urgent care wentzville, er near me, cvs minute clinic near me, mercy urgent care near me, pediatric urgent care, 24 hour urgent care near me, urgent care wentzville, mercy urgent care near me, urgent care hours, children's urgent care, st luke's urgent care, kids urgent care, wentzville urgent care, st luke's urgent care, pediatric urgent care, urgent care kids, dental urgent care, st luke's urgent care, pediatric urgent care near me, emergency room near me, tauc, aya healthcare, change healthcare, kids urgent care, children's urgent care, urgent care festus, urgent care florissant, festus urgent care, urgent care hours, urgent care st charles, edwardsville urgent care, st luke's urgent care, urgent care hours, festus urgent care, children's urgent care, ssm health urgent care, mercy go urgent care, urgent care st charles, children's urgent care, urgent care st charles, urgent dental care, kids urgent care, urgent care st charles, tauc urgent care, molina healthcare, preferred family healthcare, hinton healthcare, southampton healthcare, 24 hour urgent care, tauc urgent care, belleville urgent care, urgent care edwardsville il, tauc, tauc urgent care, arnold urgent care, tauc urgent care, troy urgent care, mercy go urgent care, ssm health urgent care, healthcare administration, ssm healthcare, fast track urgent care, walk in clinic near me",21461,St Louis,1,26:38.0,Google Trends
819,technology,artificial intelligence,query,TRUE,"trump ai gaza, trump gaza ai video",,St Louis,1,26:38.0,Google Trends
721,technology,artificial intelligence,query,FALSE,"discord.com, trump ai video, manus ai agent, amazon alexa ai, home care services ai tech, ai 2027, cubo ai, google ai mode, ai weiwei, microsoft bing ai editor, claude code, ai wei wei, nightshade ai, flint ai, ai weiwei seattle art museum, alexa ai, sesame, sesame ai, ai in healthcare industry, artificial intelligence movie, kizuna ai, innovation news dualmedia, google scholar, hayao miyazaki ai, cheaterbuster ai, what is agentic ai, ai artificial intelligence, cal ai, ai application healthcare sector, artificial general intelligence, notebook lm, ai artificial intelligence, meshy ai, monica ai, chatgpt ghibli ai, ghibli chatgpt, inzoi ai usage, generative ai definition, overland ai, venice ai, scantech ai stock, soun stock, microwave ai filter, ai detector, n8n, google ai, grrr stock, agentic ai, airship ai stock, walter writes ai, dawgz ai, c3 ai stock price, google ai, google ai, ai detector, best ai, best ai, kimi ai, miyazaki on ai, ai limit, magicschool ai, open ai careers, ai wei wei, magic school ai, ai chat, ai chat, ai chat, plagiarism checker, miyazaki ai, loveable ai, what is artificial intelligence, character ai, what is artificial intelligence, ai detector, character ai, chatgpt ai, character ai, ai checker, what is artificial intelligence, open ai, gauth ai, gptzero, ai checker, runway ai, chatgpt ai, open ai, open ai, ai studio, gemini ai, gemini ai, gemini ai, ai checker, ai 2025, claude ai, claude, claude ai, grok ai, claude, janitor ai, school ai, microsoft ai, janitor ai, ai voice, janitor ai, ai agent, claude ai, claude, ai chat gpt, grok ai, school ai, ai chat gpt, ai voice, microsoft ai, meta ai, artificial intelligence movie, artificial intelligence definition, artificial general intelligence, generative ai definition, artificial general intelligence, artificial intelligence movie, google scholar",20689,Seattle,0,26:38.0,Google Trends
722,technology,artificial intelligence,query,FALSE,"ghibli ai generator free, ai paragraph generator, ai weiwei art, ghibli ai image generator, ai generator, what is generative ai, ai generator, what is generative ai, ai, what is generative ai, ai generator, ai, free ai, ai, free ai, free ai, what is ai, what is ai, image ai, what is ai, ai image, ai art generator free, ai image, ai ghibli, ghibli, ai stock, ai image generator, image generator ai, image generator ai, ai stock, ai art, ai art, ai stock, generative ai meaning, ai art, generative ai meaning, generative ai meaning",2923,Seattle,1,26:38.0,Google Trends
723,technology,artificial intelligence,query,FALSE,"ghibli ai generator free, ghibli ai image generator, free fonts, ai answer generator, ai writing generator, canva ai image generator, ai art generator free, ai generator, ai generator, sushi ai dorsett, ai generator, ai answer generator, free ai, free ai, free ai, sushi ai maryland heights, ai tattoo generator, sushi, sushi, sushi ai, sushi ai, sushi ai, sushi, canva ai generator, ai image, ai image, ai image, ai image generator, ai image generator, ai gemini, gemini, image generator ai, gemini ai, gemini, gemini, ai gemini, ghibli ai, ghibli",3733,St Louis,0,26:38.0,Google Trends
724,technology,artificial intelligence,query,FALSE,"is janitor ai down, wyvern ai, sinkclose vulnerability, trump ai video, munch ai, fetch ai crypto, magiclight ai, manus ai, gronk ai, grammerly, sesame ai, adrien brody ai, runway ai, joyland ai, generative ai definition, copyleaks, sintra ai, artificial general intelligence, ai detection tool, phrasly ai, the brutalist ai, merlin ai, chub ai, grok ai free, unriddle ai, gronk ai, poly ai online, walter writes ai, talkie ai chat, venice ai, ai essay writer, perchance ai chat, crush on ai, ai clothes remover, justdone ai, ai limit, ai resume builder, luma ai, grubby ai, poe ai, candy ai, cody ai, what is generative ai, copyleaks ai detector, notebook lm, black box ai, what is artificial intelligence, what is generative ai, mistral ai, ai song maker, webster connections, cheaterbuster ai, unhinged ai, ai tester, ai green, polly ai, originality ai, innovation news dualmedia, walter writes ai, suno ai, big bear ai stock, gauth ai, napkin ai, ai paraphraser, ai detector, what is ai, ai detector, what is ai, ai detector, ai chat, what is ai, chat ai, ai chat, character ai, best ai, best ai, google ai, google ai, ai checker, best ai, google ai, ai checker, character ai, ai checker, character ai, ai chatgpt, chatgpt ai, ai chatgpt, ai video, school ai, janitor ai, grok ai, school ai, grok, janitor ai, claude ai, ai art, open ai, claude, generative ai meaning, ai stock, janitor ai, ai chat gpt, humanize ai, humanize, ai 2025, open ai, grok ai, photo ai, school ai, ai chat gpt, ai studio, artificial intelligence movie",34149,St Louis,1,26:38.0,Google Trends
725,technology,cloud computing,query,FALSE,"what is cloud computing, what is cloud computing, what is cloud computing",300,Seattle,0,26:38.0,Google Trends
726,technology,cloud computing,query,FALSE,blockchain technology,90,Seattle,1,26:38.0,Google Trends
727,technology,cloud computing,query,FALSE,cloud security alliance,100,Seattle,2,26:38.0,Google Trends
728,technology,cloud computing,query,FALSE,"what is cloud computing, what is cloud computing, what is cloud computing",300,St Louis,0,26:38.0,Google Trends
729,technology,e-commerce,query,FALSE,"amazon shopping online, amazon shopping online, amazon online shopping, walmart, walmart online shopping, walmart online shopping and delivery, zara online shopping, amazon shopping, amazon shopping online shopping, amazon online shopping, safeway online shopping, walmart online shopping and delivery, walmart online shopping and delivery, walmart online shopping, walmart, walmart shopping online, online grocery shopping, online grocery shopping, safeway online shopping, online grocery shopping, safeway online shopping, jcpenney online shopping, alibaba online shopping, amazon.com shopping online, amazon india online shopping, amazon official site online shopping, nordstrom online shopping, jcpenney online shopping, jcpenney online shopping",1412,Seattle,0,26:38.0,Google Trends
730,technology,e-commerce,query,FALSE,"www.costco.com online shopping, target.com online shopping, costco online shopping, costco shopping online, costco shopping online, costco, costco.com, fred meyer online shopping, target online shopping, target online shopping, fred meyer online shopping, fred meyer online shopping, ross, home depot online shopping, ross online shopping, ross online shopping, target.com online shopping, ross online shopping, trader joe's online shopping, target.com online shopping, ross, costco online shopping for members, ross, ebay, www.rmkv.com online shopping, www.target.com online shopping, www.costco.com online shopping, aliexpress, costco online shopping for members",1114,Seattle,1,26:38.0,Google Trends
731,technology,e-commerce,query,FALSE,"aldi online shopping, costco online shopping, costco, jcpenney online shopping, online grocery shopping, walmart online shopping, walmart shopping online, walmart online shopping, costco online shopping, amazon shopping online, qvc online shopping, amazon shopping online, fingerhut catalog online shopping, amazon shopping online, fingerhut catalog online shopping, costco online shopping, jcpenney online shopping, schnucks online shopping, online grocery shopping, jcpenney online shopping, ashley stewart online shopping, kohl's online shopping, ross online shopping, temu shopping online, aldi online shopping",1983,St Louis,0,26:38.0,Google Trends
800,healthcare,mental health,query,TRUE,"psychiatrist near me, mental health therapist near me, organization concerned with mental health, ellie mental health st charles, chads coalition for mental health, what are some medical science careers available in helping and researching mental health issues",,St Louis,1,26:38.0,Google Trends
732,technology,e-commerce,query,FALSE,"target online shopping, walmart .com shopping online shopping, ucardhub.uhc.com catalog online shopping, target.com online shopping, ucardhub.uhc.com catalog online shopping, target.com online shopping, target, walmart .com shopping online shopping, target, ucardhub.uhc.com catalog online shopping, target.com online shopping",602,St Louis,1,26:38.0,Google Trends
733,technology,enterprise software,query,FALSE,"uber saas, what does saas stand for, what is saas, what does saas stand for, saas school, what is saas, what is saas management, saas school, saas school, what is saas, saas bahu aur flamingo, saas company, saas company, saas meaning, saas calendar, saas calendar, saas company, saas meaning, saas sales, b2b saas, saas meaning, saas calendar, saas examples, saas examples, rule of 40 saas",1469,Seattle,0,26:38.0,Google Trends
734,technology,enterprise software,query,FALSE,"event technology service, veracross, cognizant technology solutions, saas seattle, saas seattle, saas seattle, sass, paas, seattle academy, seattle academy, seattle academy, iaas vs paas vs saas",1273,Seattle,1,26:38.0,Google Trends
735,technology,enterprise software,query,FALSE,"saas meaning, saas meaning, saas meaning",580,St Louis,0,26:38.0,Google Trends
736,technology,enterprise software,query,FALSE,"what is saas, what is saas, what is saas",297,St Louis,1,26:38.0,Google Trends
737,technology,enterprise software,query,FALSE,world wide technology careers,6,St Louis,2,26:38.0,Google Trends
738,technology,enterprise software,query,FALSE,worldwide technology,10,St Louis,3,26:38.0,Google Trends
739,technology,enterprise software,query,FALSE,world wide technology,100,St Louis,4,26:38.0,Google Trends
740,technology,enterprise software,query,FALSE,world wide technology st louis,9,St Louis,5,26:38.0,Google Trends
741,technology,fintech,query,FALSE,"yahoo.mail, capital one, becu.org online banking, www.wsecu.org online banking, vanguard login, american express login, wsecu mobile banking, sound credit union online banking, becu online banking, doordash buy now pay later, becu, online banking becu, becu mobile banking, fintech companies, fintech login, becu mobile banking, becu online, becu mobile banking, fintech login, becu, becu online banking, becu, what is fintech, what is fintech, fintech login, wells fargo online banking login, wells fargo, wells fargo online banking, wells fargo online banking login, wells fargo online banking, fintech companies, wsecu mobile banking, keybank, becu routing number, keybank mobile banking, fintech meetup, becu login online banking, becu login, becu login, becu login, becu online banking login, becu login online banking, wells fargo online banking, becu routing number, wells fargo login, becu routing number, yahoo mail, yahoo mail",3696,Seattle,0,26:38.0,Google Trends
742,technology,fintech,query,FALSE,"cibc online banking, hdfc online banking, citi online banking, us bank online banking login, harborstone online banking, b of a online banking login, cibc online banking, regions online banking, usbank online banking, keybank online banking login, wecu online banking, pnc online banking, capital one online banking login, chase bank, twinstar online banking, pnc online banking, keybank online banking login, wsecu online banking login, keybank online banking login, keybank online banking, chase online login banking, harborstone online banking, bank of america online banking, bank of america online banking, bank of america online banking, bank of america, bank of america, bank of america, chase online banking, chase banking online, chase online banking, chase, chase, chase online login banking, chase online login banking, wsecu online banking, bank of america login, chase login, bank of america login, keybank online banking, twinstar online banking, wsecu online banking, rbc online banking, wsecu online banking, rbc online banking, bank of america login, us bank online banking, us bank, chase bank login, keybank online banking, chase bank online banking login, rbc online banking, twinstar online banking, harborstone online banking, umpqua online banking, us bank online banking, bdo online banking",3056,Seattle,1,26:38.0,Google Trends
743,technology,fintech,query,FALSE,"region online banking, bank of america login, buy now pay later apps, region online banking, why is it recommended that you avoid doing online banking on public wi-fi?, online banking log in, st louis community credit union online banking, 1st midamerica credit union online banking, regions online banking, buy now pay later no credit check, regions online banking, regions online banking, st louis community credit union online banking, www.bank of america online banking, umb online banking, gmcu online banking, vantage credit union online banking, fcb online banking, bank of america online banking login, navy federal online banking, first bank online banking, 1st midamerica online banking, first community credit union online banking, bank of america online banking, bank of america online banking, bank of america online banking, commerce online banking, commerce online banking, commerce online banking, commerce bank online banking, us online banking, commerce bank online banking, regions bank online banking, commerce bank online banking, chase online banking, chase online banking, bmo online banking, chase online banking, first community online banking, fcb online banking, online banking log in, region online banking, associated online banking, umb online banking, st louis community credit union online banking, bank of america online banking sign in, 1st midamerica credit union online banking, first midamerica credit union online banking, associated online banking, cnb online banking, www.bank of america online banking, ucb online banking, online banking log in, umb online banking, fcb online banking, bank of america login, first midamerica credit union online banking",2875,St Louis,0,26:38.0,Google Trends
744,technology,fintech,query,FALSE,"pnc bank online banking, capital one login, pnc mobile banking login, pnc mobile banking login, pnc mobile banking login, pnc.com online banking login, pnc bank online banking login, chase online banking login, umb online banking login, pnc online banking, pnc online banking, pnc online banking, regions online banking login, regions online banking login, regions online banking login, pnc login online banking, commerce online banking login, pnc online banking login, chase online banking login, us bank login online banking, pnc.com online banking login, us bank login online banking, pnc online banking login",1210,St Louis,1,26:38.0,Google Trends
745,healthcare,dental care,topic,FALSE,"South Sound Oral Surgery, Evergreen Oral Surgery, Mercer Island Oral & Maxillofacial Surgery, Horizon Oral Surgery & Dental Implants, Green Lake Oral and Facial Surgery, Orthognathic surgery, Wenatchee Pediatric Dentistry, Wenatchee, Harbor Oral & Maxillofacial Surgery - Gig Harbor, Northwest Center for Oral and Facial Surgery, Dentistry, Surgery, Surgery, Dentistry, Pediatric dentistry, Newport Pediatric Dentistry, UW Medicine Oral and Maxillofacial Surgery Clinic at Harborview, Puget Sound Pediatric Dentistry, Pediatric dentistry, Harbor Oral & Maxillofacial Surgery - Gig Harbor, Kenmore Pediatric Dentistry, Seattle Premier Oral Surgery, North Star Pediatric Dentistry, South Sound Oral Surgery, The Center for Pediatric Dentistry, Ballard Pediatric Dentistry, Oral Surgery, North Star Pediatric Dentistry, Bothell Pediatric Dentistry, Oral and maxillofacial surgery, Oral and maxillofacial surgery, Edmonds Oral & Facial Surgery, Bel-Red Pediatric Dentistry, Puget Sound Pediatric Dentistry, Olympia Pediatric Dentistry, Olympia Pediatric Dentistry, Olympia Pediatric Dentistry, Bellingham Pediatric Dentistry, Bellevue Pediatric Dentistry, EVERGREEN Pediatric & Airway Dentistry, Apple Pediatric Dentistry, Spring Pediatric Dentistry & Orthodontics, Wenatchee Pediatric Dentistry, Bellingham Pediatric Dentistry, EVERGREEN Pediatric & Airway Dentistry, The Center for Pediatric Dentistry, North Seattle Pediatric Dentistry, Bothell Pediatric Dentistry, EVERGREEN Pediatric & Airway Dentistry, Apple Pediatric Dentistry, Bellevue Pediatric Dentistry, Arlington Pediatric Dentistry, The Center for Pediatric Dentistry, Apple Pediatric Dentistry, Bellingham Pediatric Dentistry, Kulshan Pediatric Dentistry, Affordable Oral Surgery, Affordable Oral Surgery, Wenatchee Pediatric Dentistry, Evergreen Oral Surgery, Northwest Center for Oral and Facial Surgery, 47 North Oral Surgery, 47 North Oral Surgery, Oral Surgery, Evergreen Oral Surgery, Harbor Oral & Maxillofacial Surgery - Tacoma, Northwest Center for Oral and Facial Surgery, Affordable Oral Surgery, Harbor Oral & Maxillofacial Surgery - Tacoma, South Sound Oral Surgery, Art of Pediatric Dentistry, Oral hygiene, 47 North Oral Surgery, Sammamish Redmond Oral Surgery",3655,Seattle,0,26:38.0,Google Trends
801,healthcare,mental health,query,TRUE,"mental health matters hoodie, mental health matters hoodie",,St Louis,2,26:38.0,Google Trends
820,technology,artificial intelligence,query,TRUE,engineering applications of artificial intelligence,,St Louis,2,26:38.0,Google Trends
821,technology,e-commerce,query,TRUE,winco online shopping,,Seattle,0,26:38.0,Google Trends
746,healthcare,dental care,topic,FALSE,"Pediatrics, Emergency, Zirconium dioxide, Emergency Dental Care USA, Molina Healthcare Inc, Emergency, Ceramic, Burien, Dentures, Screw, North Seattle, Dental insurance, Crown, Mercer Island, Wax, Bridge, Insurance, Apple, Bone, Pediatrics, Bridge, Burien, Green Lake, Oak Harbor, Emergency Dental Care USA, Dentist, Clear aligners, Dental braces, Dentist, Implant, Clear aligners, Dental braces, Implant, Clear aligners, Dental extraction, Mexico, Clear aligners, Dental braces, Orthodontist, Dentist, Orthodontist, Dental implant, Meridian Dental Care, Oak Harbor, Bone grafting, Tooth, Natural rubber, Dental implant, Dental implant, Apple, Ceramic, Tooth, Sammamish, Kitsap County, Bridge, Surgeon, Childrens Dental Care & Orthodontics, Removable partial denture, Tooth, All-on-4, Molina Healthcare, Overbite, Türkiye, Dental emergency, Dental emergency, Lingual braces, Average cost, Gums, Woodinville, Dental insurance, Children's Dental Care & Orthodontics, Mouth, Bonney Lake, Overbite, Dental emergency, Mouth, Olympia, Olympia, Olympia, Tacoma, Lake Washington, Lake Washington, Tacoma, Dental surgery, Everett, Dental surgery, Bothell, Sedation, Dental braces, Dental surgery, Kenmore, Emergency Dental Care, Dental Care Seattle, Stanwood, Lake Washington, Federal Way, Surgeon, Issaquah, Edmonds, Mercer Island, Kenmore, Bothell, Unity Care NW, Puyallup, Kent, Unity Care NW, Children's Dental Care & Orthodontics, Unity Care NW - Adult Dental, Eating, Dental Care Seattle, Unity Care NW - Adult Dental, Wisdom tooth, Unity Care NW, Unity Care NW - Adult Dental, Kent, All-on-4, Dentures, Dental Care Seattle, Issaquah Dental Care, Children's Dental Care & Orthodontics, Mexico, Sammamish, Green Lake, All-on-4, Orthodontics, Gums, Orthodontics, Knee, Dentures, Bone, Mexico, Knee, Retainer, Veneer, Graft, Texas, Retainer, Natural rubber, Wire, Rubber band, Veneer, Wax, Wire, Natural rubber, Rubber band, Healing, Crown, Wax, Gums, Knee, Rubber band, Retainer, Lingual braces, Ankle, Jaw, Overbite, Jaw, Dental floss, Wire, Dental floss, Grant",8613,Seattle,1,26:38.0,Google Trends
747,healthcare,dental care,topic,FALSE,"Dental floss, Dental extraction, Health insurance, Primary care, Oakville Dental Care - Family Dentist in Oakville, St. Louis MO, Bi-State Oral and Facial Surgery, Dental insurance, Emergency Dental Care, Dental extraction, Lake St. Louis Dental Care, Urgent care center, Jungermann Dental Care, Archway Oral Surgery and Dental Implants, Premier Institute of Oral & Facial Surgery, Surgery, Implant, Dental braces, Total Care Dental - Bridgeton, Surgery, Emergency, Implant, Emergency, Implant, Dental braces, Dental extraction, Dental braces, Dental implant, Dental implant, Gateway Oral & Maxillofacial Surgeons of St. Louis PC, Dental emergency, Ballwin, MOSAIC- Maxillofacial Oral Surgery And Implant Center, Rolla Oral Surgery, Ballwin Dental Care, Rehme Dental Care, Webster Dental Care, Oakville Dental Care - Family Dentist in Oakville, St. Louis MO, Dental emergency, Oral and maxillofacial surgery, Emergency, Rehme Dental Care, Oral and maxillofacial surgery, South County Complete Dental Care Dr. James Fetsch, DMD & Dr. Sara Alterman, DMD, Dental floss, Linderhof Family Dental Care, Mid America Oral Surgery & Implant Center, St. Louis South Oral And Maxillofacial Surgery, Ballwin, St. Louis County Oral and Maxillofacial Surgery, St. Louis South Oral Surgery, Ballas Dental Care, St. Louis South Oral Surgery, Rolla, Dental emergency, Southwest Oral Surgery, Southwest Oral Surgery, Southwest Oral Surgery, Emergency Dental Care, Oral Facial Surgery Institute, Dental surgery, Ballas Dental Care, Midwest Oral & Maxillofacial Surgery, Oral Facial Surgery Institute, Midwest Oral & Maxillofacial Surgery, Midwest Oral & Maxillofacial Surgery, Dental surgery, Oral Facial Surgery Institute, Archway Oral Surgery and Dental Implants, Ballas Dental Care, Dental surgery, Dental insurance, Ballwin Dental Care, Archway Oral Surgery and Dental Implants, Ballwin Dental Care, Ballwin, Ballas Dental Care, Ballwin, Ballwin Dental Care, South County Complete Dental Care Dr. James Fetsch, DMD & Dr. Sara Alterman, DMD, Oral hygiene, Hawk Ridge Dental Care, MOSAIC- Maxillofacial Oral Surgery And Implant Center, Mid America Oral Surgery & Implant Center, MOSAIC- Maxillofacial Oral Surgery And Implant Center, Bi-State Oral and Facial Surgery, Premier Institute of Oral & Facial Surgery, Webster Dental Care, Mid America Oral Surgery & Implant Center, St Louis dental implants, Dental school, St Louis dental implants, St. Louis County Periodontics and Dental Implants, St Louis dental implants, Lingual braces, Dental school",6353,St Louis,0,26:38.0,Google Trends
