,id,industry,sub_industry,data_type,is_breakout,keywords,search_volume,city_name,cluster_number,added_at,data_source
25,521,healthcare,telehealth,query,FALSE,"trump telehealth, telehealth medicaid, medicaid, telehealth nurse jobs, telehealth extension, telehealth urgent care, first tech, ai in healthcare industry, ai in healthcare industry, ai in healthcare industry, what is telehealth, telehealth app, telehealth near me, telehealth appointment, teledoc, telehealth urgent care, what is telehealth, what is telehealth, telehealth washington state, telehealth extension, telehealth urgent care, telehealth therapy near me, telehealth band, telehealth extension",3713,Seattle,1,17:57.8,Google Trends
26,522,healthcare,telehealth,query,FALSE,telehealth services,15,St Louis,0,17:57.8,Google Trends
27,523,healthcare,telehealth,query,FALSE,medicare telehealth coverage,300,St Louis,1,17:57.8,Google Trends
28,524,healthcare,telehealth,query,FALSE,what is telehealth,19,St Louis,2,17:57.8,Google Trends
29,525,healthcare,telehealth,query,FALSE,telemedicine services,100,St Louis,3,17:57.8,Google Trends
30,526,healthcare,telehealth,query,FALSE,telehealth urgent care,100,St Louis,4,17:57.8,Google Trends
31,527,healthcare,telehealth,query,FALSE,remote healthcare jobs,4,St Louis,5,17:57.8,Google Trends
32,528,healthcare,telehealth,query,FALSE,telehealth medicare,100,St Louis,6,17:57.8,Google Trends
33,529,healthcare,telehealth,query,FALSE,mercy telehealth,100,St Louis,7,17:57.8,Google Trends
34,530,healthcare,urgent care,query,FALSE,"weight loss clinics near me, dog urgent care near me, 24 hour pharmacy near me, walk-in clinics near me, vet urgent care near me, 24 hour urgent care near me, animal urgent care near me, vet clinics near me, vet clinics near me, cvs minute clinic, walk-in clinic near me, urgent care near me, cvs minute clinic, everett clinic, vet clinics near me, cvs, everett clinic walk-in, veterinary clinics near me, urgent care near me, pediatric urgent care near me, emergency room near me, medical clinics near me, walk in clinics near me, urgent care vet near me, vet near me, spay and neuter clinics near me, walk-in clinic near me, medical clinics near me, everett clinic walk-in, walk in clinics near me, walk in clinics near me, dental clinics near me, clinic near me, 24 hour urgent care near me, veterinary clinics near me, urgent care clinic near me, clinic near me, veterinary clinics near me, urgent care clinic near me, medical clinics near me, urgent care clinic near me, minute clinic near me, tb test near me, emergency care near me, urgent care near me open now, urgent care appointment near me, walk-in clinic near me, spay and neuter clinics near me, minute clinic near me, urgent care open near me, walk in urgent care near me, primary care clinics near me, hospital near me, spay and neuter clinics near me, urgent care open near me, minute clinic near me, urgent care vet near me, er near me, hospital near me, urgent care open near me, kaiser urgent care near me, hospital near me, er near me, pain clinics near me, walk in clinic near me, urgent care clinic, emergency room near me, 24 hour urgent care near me, urgent care clinic, emergency room near me, uw urgent care near me, walk in clinic near me, vet urgent care near me, er near me, urgent care near me open now, kaiser urgent care near me, kaiser urgent care near me, uw urgent care near me, cvs minute clinic near me, urgent care center near me, cvs minute clinic near me, animal urgent care near me, urgent care appointment near me",5408,Seattle,0,17:57.8,Google Trends
35,627,healthcare,urgent care,query,TRUE,"urgent care near me, dentist near me, total access urgent care tesson ferry, sonny saggar, northside urgent care, walgreens pharmacy, planned parenthood, pet urgent care of st peters, nearest urgent care to me, wellnow urgent care o'fallon il, urgent care vs emergency room, google ads, favorite healthcare staffing, mercy hospital st louis",,St Louis,1,17:57.8,Google Trends
36,628,technology,artificial intelligence,query,TRUE,"a.i. artificial intelligence, jeff dunham artificial intelligence, aviation week and space technology",,Seattle,0,17:57.8,Google Trends
37,629,technology,artificial intelligence,query,TRUE,"trump ai gaza, agentic ai vs generative ai, trump gaza ai video",,Seattle,1,17:57.8,Google Trends
38,531,healthcare,urgent care,query,FALSE,"women's healthcare associates, what kind of care is needed to treat animal bites and head injuries?, ge healthcare glassdoor, urgent care gig harbor, olympia orthopedic urgent care, kaiser urgent care locations, franciscan urgent care, children hospital urgent care, seattle children's urgent care everett, urgent care monroe wa, children urgent care near me, indigo urgent care spokane, does urgent care do x rays, evergreen urgent care kenmore, kenmore urgent care, indigo urgent care bothell, er vs urgent care, pneumonia symptoms, indigo urgent care lake stevens, indigo urgent care, indigo, urgent care gig harbor, indigo urgent care gig harbor, indigo, indigo urgent care, overlake urgent care newcastle, seattle children's urgent care everett, indigo urgent care, indigo urgent care near me, indigo urgent care near me, indigo, meadowbrook urgent care, urgent care kit, measles symptoms, overlake urgent care redmond, urgent care vs emergency room, indigo urgent care issaquah, overlake urgent care issaquah, urgent care maple valley, tran urgent care, carbon health urgent care, uw urgent care ballard, swedish urgent care factoria, nearest urgent care to me, indigo urgent care marysville, mary bridge urgent care puyallup, olympia orthopedic urgent care, urgent care tacoma, urgent care lynnwood, kenmore urgent care, multicare urgent care near me, multicare urgent care, newcastle urgent care, aetna, seattle children urgent care, providence urgent care, multicare urgent care, urgent care seattle, molina, seattle urgent care, seattle urgent care, multicare, molina healthcare, multicare urgent care puyallup, urgent care vet, urgent care issaquah, pediatric urgent care, multicare urgent care, multicare, multicare, urgent care multicare, urgent care seattle, urgent care seattle, children's urgent care, urgent care tacoma, urgent care uw, children's urgent care, kaiser urgent care, urgent care tacoma, uw urgent care, children's urgent care, urgent care uw, swedish urgent care, uw urgent care, multicare indigo urgent care, overlake urgent care, overlake urgent care, multicare indigo urgent care, urgent care swedish, children's urgent care near me, kaiser urgent care, overlake urgent care, swedish urgent care, community healthcare, kaiser urgent care, seattle children's urgent care, valley urgent care, swedish urgent care, mary bridge urgent care, multicare indigo urgent care, urgent care port orchard, jefferson healthcare, urgent care puyallup, valley urgent care, mary bridge urgent care, evergreen urgent care, mary bridge urgent care, evergreen urgent care, urgent care puyallup, apple healthcare, bellevue healthcare, urgent care bellevue, urgent care puyallup, renton urgent care, urgent care federal way, gig harbor urgent care, evergreen urgent care, bellevue urgent care, redmond urgent care, bellevue urgent care, urgent care bellevue, federal way urgent care, molina healthcare washington, urgent care redmond, urgent care franciscan, urgent care redmond, urgent care olympia, urgent care center, providence urgent care, urgent care olympia, providence urgent care, urgent care renton, urgent care renton, gig harbor urgent care, apple health, healthcare management, change healthcare, aya healthcare, childrens urgent care, universal healthcare, healthcare administration",15471,Seattle,1,17:57.8,Google Trends
39,532,healthcare,urgent care,query,FALSE,"total access urgent care bridgeton, total access urgent care o'fallon, mercy urgent care washington mo, mercy urgent care imperial, emergency room near me, total acess urgent care, total access urgent care ballwin mo, total access urgent care tesson ferry, er near me, urgent dental care near me, walk in clinic near me, total access urgent care creve coeur, total.access urgent care, mercy urgent care telegraph, total access urgent care festus mo, vet clinics near me, vet clinics near me, mercy urgent care near me, urgent care near me, mercy urgent care, vet clinics near me, mercy urgent care near me, urgent care near me, urgent care near me, total access urgent care south county, total urgent care, mercy urgent care, total access, urgent care total access, total access urgent care near me, mercy urgent care, total access urgent care, total urgent care, total urgent care, access urgent care, access urgent care, total access urgent care, total access, total access, total access urgent care, total access, total access urgent care, free clinics near me, total access urgent care near me, children's urgent care near me, mercy, total access urgent care near me, mercy, urgent care mercy, urgent care mercy, mercy go health, pediatric urgent care near me, hospital near me, free clinics near me, mercy, urgent care open near me, urgent care open near me, urgent dental care near me, walgreens near me, urgent care open near me, er near me, pediatric urgent care near me, cvs minute clinic near me, kids urgent care near me, cvs minute clinic near me, medical clinics near me, kids urgent care near me, urgent care near me open now, emergency room near me, urgent care near me open now, er near me, cvs minute clinic near me, mercy urgent care near me, mercy urgent care near me, emergency room near me, pediatric urgent care near me, total access urgent care near me, mercy go urgent care, mercy go urgent care, walk in clinic near me",6506,St Louis,0,17:57.8,Google Trends
40,533,healthcare,urgent care,query,FALSE,"urgent care that takes medicaid, amergis healthcare staffing, urgent care rolla mo, ssm health urgent care, ssm urgent care brentwood, urgent care eureka mo, st luke's urgent care winghaven, bjc urgent care wentzville, hshs urgent care, st louis women's healthcare group, fast track urgent care florissant mo, ssm urgent care st charles, planned parenthood, urgent care alton il, navvis healthcare, 24 hour urgent care st louis, pet urgent care of st peters, midland urgent care, children's after hours clinic, strep throat symptoms, planned parenthood, urgent care bonne terre mo, urgent care rolla mo, fast track urgent care florissant, christian healthcare ministries login, urgent care swansea il, ssm urgent care st louis, pet urgent care of st peters, urgent care columbia mo, ssm behavioral health urgent care, dentist urgent care, urgent care eureka mo, cvs minute clinic, bjc urgent care near me, urgent care florissant mo, 24 hour urgent care near me, behavioral health urgent care, urgent care lake st louis, pet urgent care, cvs, cvs minute clinic, cvs minute clinic, urgent care chippewa, children urgent care, st luke's urgent care fenton, pediatric urgent care, urgent care center, urgent care, ssm urgent care near me, 24 hour urgent care, orthopedic urgent care, cardinal glennon urgent care, dental urgent care, urgent care fenton, ssm urgent care, cardinal glennon urgent care, ssm health urgent care, cardinal glennon, urgent care st louis, ssm urgent care near me, ssm urgent care near me, ssm urgent care, urgent care st louis, bjc urgent care, ssm urgent care, pediatric urgent care, ssm urgent care, urgent care ssm, urgent care st louis, bjc healthcare, bjc, st louis urgent care, 24 hour urgent care near me, affinia healthcare, walgreens minute clinic, heartland, urgent care wentzville, heartland healthcare, bjc urgent care, bjc urgent care, essence healthcare, essence, heartland women's healthcare, urgent care wentzville, sihf healthcare, urgent care wentzville, 24 hour urgent care near me, urgent care hours, pediatric urgent care, children's urgent care, st luke's urgent care, urgent care kids, wentzville urgent care, pediatric urgent care, kids urgent care, st luke's urgent care, tauc, st luke's urgent care, dental urgent care, urgent care hours, change healthcare, aya healthcare, children's urgent care, festus urgent care, urgent care florissant, festus urgent care, urgent care hours, kids urgent care, edwardsville urgent care, st luke's urgent care, urgent care festus, urgent care st charles, urgent care st charles, urgent care st charles, urgent dental care, urgent care st charles, children's urgent care, ssm health urgent care, children's urgent care, kids urgent care, hinton healthcare, southampton healthcare, healthcare administration, preferred family healthcare, molina healthcare, tauc urgent care, tauc, urgent care edwardsville il, ssm health urgent care, troy urgent care, tauc urgent care, arnold urgent care, tauc urgent care, 24 hour urgent care, tauc urgent care, belleville urgent care, ssm healthcare, fast track urgent care",18170,St Louis,1,17:57.8,Google Trends
41,534,technology,artificial intelligence,query,FALSE,"manus ai agent, amazon alexa ai, ai 2027, cubo ai, google ai mode, ai weiwei, ghibli ai generator free, ai paragraph generator, nightshade ai, flint ai, ghibli ai image generator, ai weiwei art, alexa ai, sesame ai, kizuna ai, hayao miyazaki ai, cheaterbuster ai, ai generator, ai generator, cal ai, what is generative ai, what is generative ai, what is agentic ai, ai, what is generative ai, ai generator, ai, free ai, ai, free ai, meshy ai, monica ai, chatgpt ghibli ai, free ai, what is ai, what is ai, overland ai, venice ai, image ai, ai detector, what is ai, dawgz ai, agentic ai, google ai, google ai, google ai, ai detector, best ai, best ai, ai image, ai limit, miyazaki on ai, ai art generator free, kimi ai, magicschool ai, magic school ai, open ai careers, ai image, ai chat, ai chat, ai chat, ai ghibli, miyazaki ai, loveable ai, character ai, ai detector, character ai, chatgpt ai, character ai, ai checker, open ai, gauth ai, ai checker, runway ai, ai stock, ai image generator, chatgpt ai, open ai, open ai, ai studio, image generator ai, image generator ai, gemini ai, gemini ai, gemini ai, ai stock, ai art, ai checker, ai art, ai stock, ai 2025, claude ai, claude ai, grok ai, generative ai meaning, ai art, janitor ai, school ai, ai voice, janitor ai, microsoft ai, janitor ai, ai voice, ai chat gpt, grok ai, school ai, ai agent, ai chat gpt, claude ai, microsoft ai, meta ai, generative ai meaning, generative ai meaning",11671,Seattle,0,17:57.8,Google Trends
42,535,technology,artificial intelligence,query,FALSE,"discord.com, trump ai video, home care services ai tech, microsoft bing ai editor, claude code, ai wei wei, ai weiwei seattle art museum, sesame, ai in healthcare industry, artificial intelligence movie, innovation news dualmedia, google scholar, artificial general intelligence, notebook lm, ai application healthcare sector, ai artificial intelligence, ai artificial intelligence, ghibli chatgpt, inzoi ai usage, soun stock, generative ai definition, scantech ai stock, microwave ai filter, airship ai stock, c3 ai stock price, walter writes ai, n8n, grrr stock, ai wei wei, plagiarism checker, ghibli, what is artificial intelligence, what is artificial intelligence, what is artificial intelligence, gptzero, claude, claude, claude, artificial intelligence movie, artificial intelligence definition, artificial general intelligence, generative ai definition, artificial general intelligence, artificial intelligence movie, google scholar",11941,Seattle,1,17:57.8,Google Trends
43,536,technology,artificial intelligence,query,FALSE,"ghibli ai generator free, ghibli ai image generator, ai answer generator, ai writing generator, canva ai image generator, ai art generator free, ai answer generator, ai generator, ai generator, sushi ai dorsett, ai generator, sushi ai maryland heights, ai tattoo generator, sushi, sushi ai, sushi, sushi ai, sushi, sushi ai, canva ai generator, ai image, ai image, ai image, ai image generator, ai image generator, gemini, image generator ai, ai gemini, gemini ai, gemini, gemini, ai gemini, ghibli",3280,St Louis,0,17:57.8,Google Trends
44,537,technology,artificial intelligence,query,FALSE,"is janitor ai down, wyvern ai, sinkclose vulnerability, trump ai video, munch ai, fetch ai crypto, magiclight ai, manus ai, gronk ai, grammerly, sesame ai, adrien brody ai, runway ai, joyland ai, generative ai definition, copyleaks, sintra ai, artificial general intelligence, ai detection tool, phrasly ai, the brutalist ai, free fonts, merlin ai, chub ai, grok ai free, unriddle ai, gronk ai, poly ai online, walter writes ai, talkie ai chat, venice ai, ai essay writer, perchance ai chat, crush on ai, ai clothes remover, justdone ai, grubby ai, ai resume builder, ai limit, poe ai, luma ai, what is artificial intelligence, black box ai, cody ai, copyleaks ai detector, what is generative ai, candy ai, what is generative ai, notebook lm, mistral ai, ai tester, ai song maker, cheaterbuster ai, unhinged ai, webster connections, ai green, walter writes ai, polly ai, originality ai, innovation news dualmedia, free ai, free ai, free ai, suno ai, big bear ai stock, gauth ai, napkin ai, ai paraphraser, ai detector, what is ai, ai detector, what is ai, ai detector, ai chat, what is ai, chat ai, ai chat, character ai, best ai, best ai, google ai, google ai, ai checker, best ai, google ai, ai checker, character ai, character ai, ai checker, ai chatgpt, chatgpt ai, ai chatgpt, ai video, school ai, janitor ai, grok ai, school ai, grok, janitor ai, ai art, open ai, claude ai, claude, generative ai meaning, ai stock, janitor ai, ai chat gpt, humanize ai, humanize, ai 2025, ghibli ai, open ai, grok ai, photo ai, school ai, ai chat gpt, ai studio, artificial intelligence movie",34602,St Louis,1,17:57.8,Google Trends
45,538,technology,cloud computing,query,FALSE,blockchain technology,90,Seattle,0,17:57.8,Google Trends
46,539,technology,cloud computing,query,FALSE,cloud security alliance,100,Seattle,1,17:57.8,Google Trends
47,540,technology,cloud computing,query,FALSE,"what is cloud computing, what is cloud computing, what is cloud computing",300,Seattle,2,17:57.8,Google Trends
48,542,technology,e-commerce,query,FALSE,"walmart, walmart online shopping, walmart online shopping and delivery, zara online shopping, safeway online shopping, walmart online shopping and delivery, walmart online shopping and delivery, walmart online shopping, walmart, walmart shopping online, fred meyer online shopping, online grocery shopping, online grocery shopping, safeway online shopping, fred meyer online shopping, online grocery shopping, fred meyer online shopping, ross, home depot online shopping, safeway online shopping, jcpenney online shopping, ross online shopping, ross online shopping, ross online shopping, ross, alibaba online shopping, trader joe's online shopping, nordstrom online shopping, ross, ebay, jcpenney online shopping, aliexpress, jcpenney online shopping",981,Seattle,0,17:57.8,Google Trends
49,543,technology,e-commerce,query,FALSE,"www.costco.com online shopping, target.com online shopping, amazon shopping online, costco online shopping, amazon shopping online, costco shopping online, amazon online shopping, amazon shopping, amazon shopping online shopping, amazon online shopping, costco shopping online, costco, costco.com, target online shopping, target online shopping, target.com online shopping, amazon.com shopping online, amazon india online shopping, target.com online shopping, amazon official site online shopping, costco online shopping for members, www.rmkv.com online shopping, www.target.com online shopping, www.costco.com online shopping, costco online shopping for members",1545,Seattle,1,17:57.8,Google Trends
50,544,technology,e-commerce,query,FALSE,"target online shopping, walmart .com shopping online shopping, target.com online shopping, target.com online shopping, target, walmart .com shopping online shopping, target, target.com online shopping",466,St Louis,0,17:57.8,Google Trends
51,545,technology,e-commerce,query,FALSE,"aldi online shopping, costco online shopping, costco, jcpenney online shopping, online grocery shopping, walmart online shopping, walmart shopping online, walmart online shopping, ucardhub.uhc.com catalog online shopping, costco online shopping, amazon shopping online, qvc online shopping, amazon shopping online, ucardhub.uhc.com catalog online shopping, fingerhut catalog online shopping, amazon shopping online, fingerhut catalog online shopping, costco online shopping, jcpenney online shopping, schnucks online shopping, online grocery shopping, jcpenney online shopping, ashley stewart online shopping, kohl's online shopping, ross online shopping, temu shopping online, aldi online shopping, ucardhub.uhc.com catalog online shopping",2119,St Louis,1,17:57.8,Google Trends
52,546,technology,enterprise software,query,FALSE,"event technology service, veracross, cognizant technology solutions, saas seattle, saas seattle, saas seattle, sass, saas calendar, saas calendar, paas, saas calendar, seattle academy, seattle academy, seattle academy, iaas vs paas vs saas",1355,Seattle,0,17:57.8,Google Trends
53,547,technology,enterprise software,query,FALSE,"uber saas, what does saas stand for, what is saas, what does saas stand for, saas school, what is saas, what is saas management, saas school, saas school, what is saas, saas bahu aur flamingo, saas company, saas company, saas meaning, saas company, saas meaning, saas sales, b2b saas, saas meaning, saas examples, saas examples, rule of 40 saas",1387,Seattle,1,17:57.8,Google Trends
54,548,technology,enterprise software,query,FALSE,world wide technology st louis,9,St Louis,0,17:57.8,Google Trends
55,549,technology,enterprise software,query,FALSE,worldwide technology,10,St Louis,1,17:57.8,Google Trends
56,550,technology,enterprise software,query,FALSE,world wide technology careers,6,St Louis,2,17:57.8,Google Trends
57,551,technology,enterprise software,query,FALSE,"what is saas, what is saas, what is saas",297,St Louis,3,17:57.8,Google Trends
58,552,technology,enterprise software,query,FALSE,"saas meaning, saas meaning, saas meaning",580,St Louis,4,17:57.8,Google Trends
59,553,technology,enterprise software,query,FALSE,world wide technology,100,St Louis,5,17:57.8,Google Trends
60,554,technology,fintech,query,FALSE,"cibc online banking, hdfc online banking, yahoo.mail, capital one, citi online banking, us bank online banking login, www.wsecu.org online banking, harborstone online banking, cibc online banking, sound credit union online banking, fintech companies, doordash buy now pay later, usbank online banking, regions online banking, what is fintech, keybank online banking login, wecu online banking, pnc online banking, what is fintech, wells fargo online banking login, chase bank, capital one online banking login, wells fargo online banking, keybank online banking login, wells fargo, twinstar online banking, pnc online banking, keybank online banking login, wells fargo online banking, wsecu online banking login, wells fargo online banking login, fintech companies, keybank online banking, chase online login banking, keybank, harborstone online banking, keybank mobile banking, fintech meetup, bank of america online banking, bank of america online banking, bank of america online banking, bank of america, bank of america, bank of america, chase online banking, chase banking online, chase, chase online banking, chase, chase online login banking, wells fargo online banking, chase online login banking, wsecu online banking, bank of america login, chase login, bank of america login, wsecu online banking, twinstar online banking, keybank online banking, rbc online banking, wsecu online banking, us bank, rbc online banking, keybank online banking, chase bank login, chase bank online banking login, us bank online banking, bank of america login, rbc online banking, wells fargo login, yahoo mail, twinstar online banking, harborstone online banking, umpqua online banking, yahoo mail, us bank online banking, bdo online banking",4534,Seattle,0,17:57.8,Google Trends
61,555,technology,fintech,query,FALSE,"becu.org online banking, vanguard login, b of a online banking login, american express login, wsecu mobile banking, becu mobile banking, online banking becu, becu mobile banking, becu online banking, becu, fintech login, becu online, becu mobile banking, fintech login, becu, becu online banking, becu, fintech login, becu routing number, wsecu mobile banking, becu login, becu login online banking, becu login, becu login, becu online banking login, becu login online banking, becu routing number, becu routing number",2218,Seattle,1,17:57.8,Google Trends
62,568,healthcare,mental health,topic,FALSE,"National Alliance on Mental Illness, Ellie Mental Health, Therapist, Certification, Mental health, Mental health, Coping, Resource, Men's mental health, Abuse, Mental health nurse, Chemical substance, Cognition, Coping, Health, Substance abuse, Drug rehabilitation, Clinical Mental Health Counselor, Mental disorder, Cognition, Drug rehabilitation, Abuse, Resource, Drug rehabilitation, Substance use disorder, social, Mental health first aid, Therapist, Social media, Substance abuse, Social media, Therapist, Abuse, Suicide, Licensed professional counselor, Substance use disorder, Talking therapies, Licensed professional counselor, Mental disorder, Certification, Talking therapies, Mental disorder, Mental disorder, Mental health counselor, Media, Social media, Mental health counselor, Media, Mental health counselor, Media, Mental health counselor, Inpatient care, Suicide, Inpatient care, Social media, Suicide, Mental Health Awareness Month",4219,St Louis,0,17:57.8,Google Trends
63,630,technology,artificial intelligence,query,TRUE,"manus ai, manus",,Seattle,2,17:57.8,Google Trends
64,631,technology,artificial intelligence,query,TRUE,"engineering applications of artificial intelligence, manus",,St Louis,0,17:57.8,Google Trends
65,556,technology,fintech,query,FALSE,"region online banking, buy now pay later apps, region online banking, why is it recommended that you avoid doing online banking on public wi-fi?, online banking log in, st louis community credit union online banking, 1st midamerica credit union online banking, regions online banking, buy now pay later no credit check, regions online banking, regions online banking, st louis community credit union online banking, www.bank of america online banking, umb online banking, gmcu online banking, vantage credit union online banking, fcb online banking, navy federal online banking, first bank online banking, 1st midamerica online banking, first community credit union online banking, bank of america online banking, bank of america online banking, bank of america online banking, commerce online banking, commerce online banking, commerce online banking, commerce bank online banking, commerce bank online banking, us online banking, regions bank online banking, commerce bank online banking, chase online banking, chase online banking, bmo online banking, chase online banking, first community online banking, fcb online banking, online banking log in, region online banking, associated online banking, umb online banking, st louis community credit union online banking, bank of america online banking sign in, 1st midamerica credit union online banking, first midamerica credit union online banking, associated online banking, cnb online banking, www.bank of america online banking, ucb online banking, online banking log in, umb online banking, fcb online banking, first midamerica credit union online banking",2562,St Louis,0,17:57.8,Google Trends
66,557,technology,fintech,query,FALSE,"pnc bank online banking, bank of america login, capital one login, pnc mobile banking login, pnc mobile banking login, pnc mobile banking login, pnc.com online banking login, pnc bank online banking login, bank of america online banking login, chase online banking login, umb online banking login, pnc online banking, pnc online banking, pnc online banking, regions online banking login, regions online banking login, regions online banking login, pnc login online banking, commerce online banking login, pnc online banking login, chase online banking login, us bank login online banking, pnc.com online banking login, bank of america login, us bank login online banking, pnc online banking login",1523,St Louis,1,17:57.8,Google Trends
67,558,healthcare,dental care,topic,FALSE,"Wenatchee Pediatric Dentistry, Wenatchee, Apple, Dentistry, Dentistry, Pediatric dentistry, Newport Pediatric Dentistry, Puget Sound Pediatric Dentistry, Pediatric dentistry, Apple, Kenmore Pediatric Dentistry, The Center for Pediatric Dentistry, North Star Pediatric Dentistry, Ballard Pediatric Dentistry, North Star Pediatric Dentistry, Bothell Pediatric Dentistry, Bel-Red Pediatric Dentistry, Puget Sound Pediatric Dentistry, Olympia, Olympia Pediatric Dentistry, Olympia, Olympia Pediatric Dentistry, Olympia, Olympia Pediatric Dentistry, Bellingham Pediatric Dentistry, Bellevue Pediatric Dentistry, Bothell, EVERGREEN Pediatric & Airway Dentistry, Apple Pediatric Dentistry, Wenatchee Pediatric Dentistry, Spring Pediatric Dentistry & Orthodontics, Bellingham Pediatric Dentistry, EVERGREEN Pediatric & Airway Dentistry, The Center for Pediatric Dentistry, North Seattle Pediatric Dentistry, Bothell Pediatric Dentistry, EVERGREEN Pediatric & Airway Dentistry, Apple Pediatric Dentistry, Apple Pediatric Dentistry, Arlington Pediatric Dentistry, The Center for Pediatric Dentistry, Bellevue Pediatric Dentistry, Bellingham Pediatric Dentistry, Kulshan Pediatric Dentistry, Bothell, Wenatchee Pediatric Dentistry, Art of Pediatric Dentistry",1861,Seattle,0,17:57.8,Google Trends
68,559,healthcare,dental care,topic,FALSE,"Pediatrics, Emergency, Zirconium dioxide, South Sound Oral Surgery, Emergency Dental Care USA, Molina Healthcare Inc, Emergency, Evergreen Oral Surgery, Dentures, Ceramic, Burien, Mercer Island Oral & Maxillofacial Surgery, North Seattle, Screw, Horizon Oral Surgery & Dental Implants, Dental insurance, Crown, Green Lake Oral and Facial Surgery, Mercer Island, Wax, Orthognathic surgery, Harbor Oral & Maxillofacial Surgery - Gig Harbor, Insurance, Bridge, Bone, Pediatrics, Bridge, Northwest Center for Oral and Facial Surgery, Burien, Green Lake, Oak Harbor, Emergency Dental Care USA, Clear aligners, Clear aligners, Dentist, Surgery, Implant, Clear aligners, Dental braces, Dentist, Implant, Orthodontist, Dental braces, Surgery, Dentist, Orthodontist, Dental braces, Dental extraction, Clear aligners, Mexico, Dental implant, Natural rubber, Tooth, Meridian Dental Care, Bone grafting, UW Medicine Oral and Maxillofacial Surgery Clinic at Harborview, Oak Harbor, Dental implant, Dental implant, Harbor Oral & Maxillofacial Surgery - Gig Harbor, Ceramic, Tooth, Sammamish, Kitsap County, South Sound Oral Surgery, Surgeon, Removable partial denture, Seattle Premier Oral Surgery, Childrens Dental Care & Orthodontics, Bridge, All-on-4, Overbite, Molina Healthcare, Tooth, Türkiye, Oral Surgery, Dental emergency, Dental emergency, Lingual braces, Average cost, Gums, Woodinville, Dental insurance, Children's Dental Care & Orthodontics, Mouth, Oral and maxillofacial surgery, Oral and maxillofacial surgery, Bonney Lake, Overbite, Edmonds Oral & Facial Surgery, Dental emergency, Mouth, Tacoma, Lake Washington, Tacoma, Lake Washington, Dental surgery, Dental surgery, Everett, Sedation, Dental braces, Dental surgery, Kenmore, Emergency Dental Care, Dental Care Seattle, Stanwood, Lake Washington, Issaquah, Edmonds, Affordable Oral Surgery, Surgeon, Affordable Oral Surgery, Federal Way, Mercer Island, Kenmore, Unity Care NW, Northwest Center for Oral and Facial Surgery, Puyallup, Children's Dental Care & Orthodontics, Unity Care NW, Evergreen Oral Surgery, Kent, Dental Care Seattle, Evergreen Oral Surgery, Eating, Unity Care NW - Adult Dental, Oral Surgery, 47 North Oral Surgery, Unity Care NW - Adult Dental, Kent, 47 North Oral Surgery, Wisdom tooth, Unity Care NW, Unity Care NW - Adult Dental, South Sound Oral Surgery, 47 North Oral Surgery, Oral hygiene, Children's Dental Care & Orthodontics, Dental Care Seattle, Issaquah Dental Care, Harbor Oral & Maxillofacial Surgery - Tacoma, Northwest Center for Oral and Facial Surgery, Harbor Oral & Maxillofacial Surgery - Tacoma, Dentures, All-on-4, Affordable Oral Surgery, Orthodontics, Green Lake, All-on-4, Mexico, Sammamish Redmond Oral Surgery, Sammamish, Gums, Dentures, Orthodontics, Knee, Mexico, Bone, Knee, Retainer, Wax, Veneer, Graft, Texas, Retainer, Natural rubber, Wire, Rubber band, Veneer, Crown, Wire, Retainer, Rubber band, Healing, Wax, Gums, Knee, Rubber band, Natural rubber, Lingual braces, Ankle, Jaw, Overbite, Jaw, Dental floss, Wire, Dental floss, Grant",10407,Seattle,1,17:57.8,Google Trends
